Description,Quantity,TotalPrice,Price,NumInvoices,Cluster_KMeans,PCA1,PCA2,Cluster_GMM_Spherical,Cluster_DBSCAN_Best,Cluster_Label
apple bath sponge,1686,2023.56,1.2693918918918918,126,1,2.0004934641220253,-0.4054530822637175,1,0,Produits star/Best-Sellers
apron apple delight,241,1122.95,4.922000000000001,49,2,0.6942749776101231,0.9946578743004331,2,0,Produits Premium
apron modern vintage cotton,291,707.45,3.4236842105263157,37,3,0.5432813228038541,0.4741042765755947,3,0,Produits de rotation moyenne
aqua bertie glass bead bag charm,12,25.2,2.1,3,0,-2.269776711909776,-0.3853802279637675,0,0,Produits Dormants
arched grey mirror,29,182.55,8.85,8,2,-1.2806661797528942,1.5311662698096984,2,0,Produits Premium
area patrolled metal sign,3271,6527.1,2.0851307189542485,285,1,2.8427017238681622,0.1990706757328478,1,0,Produits star/Best-Sellers
army camo bookcover tape,28,11.76,0.42,6,0,-1.8878859049473473,-1.6525392924284412,0,0,Produits Dormants
army camo wrapping tape,1113,72.08999999999999,0.532,5,3,-0.3455680224057912,-1.622081816537221,3,0,Produits de rotation moyenne
"art lights,funk monkey",229,614.75,2.87,31,3,0.3801786967738747,0.2749354206504913,3,0,Produits de rotation moyenne
ass col circle mobile,505,186.17999999999998,0.41333333333333333,8,3,-0.10984033412532805,-1.4900388534898052,3,0,Produits de rotation moyenne
ass col large sand frog p'weight,428,379.92,1.0091428571428571,33,3,0.5533598816969892,-0.7876325731975744,3,0,Produits de rotation moyenne
ass col large sand gecko p'weight,574,503.88,0.9965217391304348,21,3,0.5464888799681397,-0.8041109773561642,3,0,Produits de rotation moyenne
ass col small sand frog p'weight,606,232.92000000000002,0.41333333333333333,14,3,0.22527191787895479,-1.4432309958021183,3,0,Produits de rotation moyenne
ass col small sand gecko p'weight,776,310.08,0.4166666666666667,31,3,0.7011355545074182,-1.3754992396663992,3,0,Produits de rotation moyenne
ass colour glowing tiaras,348,245.39999999999998,0.829,17,3,0.10943882908995987,-1.0062707669688769,3,0,Produits de rotation moyenne
ass des phone sponge craft sticker,680,319.44,0.548,13,3,0.31189578185224126,-1.2788786406254309,3,0,Produits de rotation moyenne
ass floral print multi screwdriver,1036,512.31,0.6019178082191781,70,3,1.251666620032183,-1.1041530345632786,3,0,Produits de rotation moyenne
ass floral print scissors,28,35.0,1.25,8,0,-1.542581386709531,-0.8204513143205694,0,0,Produits Dormants
ass floral print spirit level,77,116.50999999999999,1.5875,28,3,-0.42221875412154347,-0.46239251636629275,3,0,Produits de rotation moyenne
ass floral print tape measure,127,154.19,1.2353846153846153,13,3,-0.4685860152485218,-0.7138218012219426,3,0,Produits de rotation moyenne
ass floral print torch,66,108.9,1.65,9,3,-0.9353196901532389,-0.48455016860295236,0,0,Produits de rotation moyenne
ass windproof marijuana lighters,15,6.3,0.42,2,0,-2.5885858574088614,-1.7323712275211491,0,0,Produits Dormants
assorted bottle top  magnets,1495,516.9,0.38319444444444445,66,3,1.3637568294686337,-1.3491450627973,1,0,Produits de rotation moyenne
assorted cakes fridge magnets,1128,713.0400000000001,0.6458620689655172,56,3,1.2820270761433556,-1.0337971930217749,3,0,Produits de rotation moyenne
assorted cheese fridge magnets,296,186.64,0.6433333333333333,16,3,-0.02785643073964814,-1.1893884355263,3,0,Produits de rotation moyenne
assorted circular mobile,620,117.24,0.20875,18,3,0.1477095843625457,-1.76227562614709,3,0,Produits de rotation moyenne
assorted colour jumbo pen,197,82.74,0.42000000000000004,10,3,-0.5523470613930493,-1.5107630703061672,3,0,Produits de rotation moyenne
assorted colour lizard suction hook,1057,412.26,0.4133333333333333,37,3,0.9518598534976056,-1.3533883050231554,3,0,Produits de rotation moyenne
assorted colour metal cat,149,177.13,1.2420833333333332,20,3,-0.2108516530085799,-0.679951091140276,3,0,Produits de rotation moyenne
assorted colour mini cases,1216,8824.0,7.803627760252366,290,1,2.4727693302403218,1.8303700842366388,1,0,Produits star/Best-Sellers
assorted colour set 6 teaspoons,89,378.25,4.25,23,2,-0.2180329332962211,0.7038141722092313,2,0,Produits Premium
assorted colour silk coin purse,2108,912.4000000000001,0.7754545454545454,22,3,1.1525756133081733,-0.9972863105463575,3,0,Produits de rotation moyenne
assorted colour silk cosmetic purse,835,883.5,1.8583333333333334,23,3,0.805674561463174,-0.23624561112778936,3,0,Produits de rotation moyenne
assorted colour silk glasses case,1437,706.02,1.24,26,3,0.9881711538256355,-0.6625958673479224,3,0,Produits de rotation moyenne
assorted colour suction cup hook,62,11.780000000000001,0.19,10,0,-1.4389497789432417,-1.951239889178138,0,0,Produits Dormants
assorted colour t-light holder,5382,3253.44,0.7241414141414141,93,1,2.411489034426715,-0.8471290190643402,1,0,Produits star/Best-Sellers
assorted coloured circle mobile,52,21.84,0.42000000000000004,4,0,-1.6704370115070624,-1.6362412962038395,0,0,Produits Dormants
assorted creepy crawlies,3782,1553.88,0.41944954128440365,92,1,2.1084943276879273,-1.2075410633191845,1,0,Produits star/Best-Sellers
assorted design flower mugs,7,5.95,0.85,2,0,-2.853967094116724,-1.2989310592146293,0,0,Produits Dormants
assorted design geisha girl mugs,5,6.25,1.25,1,0,-3.1281638408753456,-1.0098361486094143,0,0,Produits Dormants
assorted easter decorations  bells,142,177.5,1.25,12,3,-0.42473647224377764,-0.6970406184149099,3,0,Produits de rotation moyenne
assorted easter gift tags,741,592.41,0.84,25,3,0.755006520904626,-0.9091776880802581,3,0,Produits de rotation moyenne
assorted farmyard animals in bucket,244,204.88,0.8389473684210526,17,3,-0.051681467423803945,-0.9935569522549996,3,0,Produits de rotation moyenne
assorted floral secateurs,171,254.25,1.8766666666666665,14,3,-0.24181919733421164,-0.30090084526731486,3,0,Produits de rotation moyenne
"assorted flower colour ""leis""",9901,4702.37,0.619622641509434,104,1,2.7620255548953496,-0.9290293684367552,1,0,Produits star/Best-Sellers
assorted fragrance bath confetti,6,2.52,0.42,1,0,-3.2266082036788366,-1.792519884927418,0,0,Produits Dormants
assorted ice cream fridge magnets,1119,692.7900000000001,0.642,45,3,1.1819368217355286,-1.0529829683958463,3,0,Produits de rotation moyenne
assorted incense pack,8316,1429.56,0.19870967741935483,30,1,1.8879360352628014,-1.5970494758988427,1,-1,Produits star/Best-Sellers
assorted laquered incense holders,3374,585.6600000000001,0.19571428571428573,14,3,1.044901030335867,-1.6973082709684675,3,0,Produits de rotation moyenne
assorted mini madras notebook,733,565.37,0.992,20,3,0.6352748890299383,-0.8148363647578476,3,0,Produits de rotation moyenne
assorted monkey suction cup hook,641,249.06,0.41428571428571426,29,3,0.5509271098851154,-1.3980579714231482,3,0,Produits de rotation moyenne
assorted sanskrit mini notebook,757,891.53,1.2409523809523808,21,3,0.7838014927796679,-0.5759632855699137,3,0,Produits de rotation moyenne
assorted santa christmas decoration,48,40.8,0.85,5,0,-1.476999126883235,-1.1471544293013531,0,0,Produits Dormants
assorted shaped stencil for henna,52,2.08,0.04,1,0,-2.6135440971739103,-2.447518659809128,0,0,Produits Dormants
assorted shapes photo clip silver,116,75.4,0.65,9,3,-0.8016598759498047,-1.267700835595678,3,0,Produits de rotation moyenne
assorted tutti frutti  fob notebook,872,741.1999999999999,0.85,66,1,1.2651754804738693,-0.8282205569491385,1,0,Produits star/Best-Sellers
assorted tutti frutti bracelet,1270,378.84,0.4605882352941177,40,3,1.0067080492564613,-1.333144926672674,3,0,Produits de rotation moyenne
assorted tutti frutti heart box,466,582.5,1.25,46,3,0.8250987068158327,-0.5491088422363414,3,0,Produits de rotation moyenne
assorted tutti frutti keyring,249,211.64999999999998,0.8499999999999999,13,3,-0.1414310679409327,-0.9959532854822213,3,0,Produits de rotation moyenne
assorted tutti frutti keyring ball,337,212.52999999999997,0.6633333333333333,15,3,0.022901815878652212,-1.1673709182015306,3,0,Produits de rotation moyenne
assorted tutti frutti large purse,356,747.6,2.1,49,3,0.7937013157631967,-0.025659434904296372,3,0,Produits de rotation moyenne
assorted tutti frutti mirror,544,675.44,1.2454761904761906,41,3,0.8697782062432929,-0.549480020408866,3,0,Produits de rotation moyenne
assorted tutti frutti notebook,403,846.3000000000001,2.1,44,3,0.8245233189293872,-0.023655705987422036,3,0,Produits de rotation moyenne
assorted tutti frutti pen,1782,1092.06,0.6737662337662337,72,1,1.6485104995394755,-0.9717864928112758,1,0,Produits star/Best-Sellers
assorted tutti frutti photo frame,197,541.1500000000001,2.9166666666666665,12,3,-0.08049297774166596,0.23534458143336698,3,0,Produits de rotation moyenne
assorted tutti frutti round box,495,816.75,1.65,52,3,0.9690337219739532,-0.26221720851896785,3,0,Produits de rotation moyenne
assorted tutti frutti small purse,1168,1409.84,1.2388235294117647,49,1,1.3948925813144548,-0.499613735929671,1,0,Produits star/Best-Sellers
assorted white embossed china mugs,368,700.8,2.0615384615384618,13,3,0.2557106340142043,-0.12827493708361629,3,0,Produits de rotation moyenne
asstd col butterfly/crystal w/chime,166,87.97999999999999,1.1314285714285715,7,3,-0.7849577852853221,-0.9262216412492397,3,0,Produits de rotation moyenne
asstd design 3d paper stickers,924,487.78,0.7022857142857143,26,3,0.7898721476316257,-1.0691305925642718,3,0,Produits de rotation moyenne
asstd design bubble gum ring,9691,1954.11,0.20905660377358493,158,1,2.708529926842033,-1.4579506574971035,1,0,Produits star/Best-Sellers
asstd design pop art slim pen,524,445.4,0.85,9,3,0.16613385308660616,-0.9675462295035204,3,0,Produits de rotation moyenne
asstd design racing car pen,2255,3385.59,1.7071590909090908,79,1,2.0224800650538812,-0.12692307280035597,1,0,Produits star/Best-Sellers
asstd fruit+flowers fridge magnets,1918,548.26,0.346046511627907,43,3,1.2852254718195233,-1.4256800899266606,3,0,Produits de rotation moyenne
asstd hearts design mugs,308,516.6,1.875,4,3,-0.3085621881264378,-0.306852165117484,3,0,Produits de rotation moyenne
asstd multicolour circles mug,348,197.46,0.71,17,3,0.05443013374955793,-1.1360943177460665,3,0,Produits de rotation moyenne
asstd rasta key-chains,24,10.08,0.42,1,0,-2.496971170438031,-1.7312586550070856,0,0,Produits Dormants
babushka lights string of 10,594,3663.7,6.685,117,1,1.6376970225677285,1.5151223463080647,1,0,Produits star/Best-Sellers
baby boom ribbons,897,1121.25,1.25,131,1,1.649852662783719,-0.44930562149865544,1,0,Produits star/Best-Sellers
baby mouse red gingham dress,159,657.75,4.238372093023256,43,2,0.37492618548218737,0.767780421430716,2,0,Produits Premium
bag 125g swirly marbles,7978,2877.4,0.4196774193548387,175,1,2.7846007758196683,-1.1444985996616468,1,0,Produits star/Best-Sellers
bag 250g swirly marbles,8526,6389.099999999999,0.8428140703517588,185,1,3.0279636593003274,-0.6508579877599848,1,0,Produits star/Best-Sellers
bag 500g swirly marbles,1323,1195.35,1.3749411764705881,80,1,1.572438730195518,-0.42661966928703415,1,0,Produits star/Best-Sellers
bag for children vintage blue,96,408.0,4.25,1,2,-1.207496852057903,0.5690701017958378,0,0,Produits Premium
bag for children vintage pink,96,408.0,4.25,1,2,-1.207496852057903,0.5690701017958378,0,0,Produits Premium
bag of silver stones,86,36.12,0.42000000000000004,9,3,-1.0856895421413368,-1.5672304536425352,0,0,Produits de rotation moyenne
baking mould chocolate cup cakes,24,61.2,2.55,2,0,-1.9530591078362518,-0.1339319265285971,0,0,Produits Dormants
baking mould chocolate cupcakes,357,910.0600000000001,2.5856363636363633,50,1,0.8385802078306447,0.21297122220150894,3,0,Produits star/Best-Sellers
baking mould easter egg milk choc,172,507.4000000000001,2.95,29,3,0.20653879369151007,0.29695418106416976,3,0,Produits de rotation moyenne
baking mould easter egg white choc,184,504.40000000000003,2.9152173913043478,23,3,0.13321432169037478,0.2645711615317933,3,0,Produits de rotation moyenne
baking mould heart milk chocolate,443,1062.15,2.5309859154929577,63,1,1.046997793148473,0.20801248439356007,1,0,Produits star/Best-Sellers
baking mould heart white chocolate,363,858.1500000000001,2.5271186440677966,53,1,0.8521120438659531,0.18194636842420364,3,0,Produits star/Best-Sellers
baking mould rose milk chocolate,441,1250.25,3.119565217391304,20,3,0.6056668589841868,0.39056224969619907,3,0,Produits de rotation moyenne
baking mould rose white chocolate,143,425.75,3.1911764705882355,15,2,-0.17333235692282434,0.3354067064421182,3,0,Produits Premium
baking mould toffee cup chocolate,395,896.5500000000001,2.503846153846154,36,3,0.7342128087257629,0.15025820490115976,3,0,Produits de rotation moyenne
baking set spaceboy design,2095,9690.39,4.958318584070796,319,1,2.7679553243770676,1.244775800643976,1,0,Produits star/Best-Sellers
ballerina heart decoration.,37,70.05,2.6100000000000003,5,0,-1.5019718102687054,-0.0897315382023704,0,0,Produits Dormants
balloon art make your own flowers,942,892.14,1.4971232876712328,62,1,1.268978774033571,-0.38371374697717264,1,0,Produits star/Best-Sellers
balloon pump with 10 balloons,1126,2068.2799999999997,1.9560714285714285,103,1,1.7598184140159632,0.00033120428456703333,1,0,Produits star/Best-Sellers
balloon water bomb pack of 35,4329,1653.78,0.41804878048780486,105,1,2.2223701081645615,-1.2045040412459365,1,0,Produits star/Best-Sellers
balloons  writing set,678,1120.34,1.6600000000000001,143,1,1.5747222838512351,-0.1803895520355322,1,0,Produits star/Best-Sellers
bank account  greeting  card,420,172.08,0.4178571428571428,27,3,0.2836370185900585,-1.4167344145142509,3,0,Produits de rotation moyenne
banquet birthday  card,1416,586.08,0.4187368421052632,93,1,1.522794728713693,-1.269085744987878,1,0,Produits star/Best-Sellers
baroque butterfly earrings black,2,7.5,3.75,2,0,-3.2416851966605518,0.1647828409680033,0,0,Produits Dormants
baroque butterfly earrings crystal,1,3.75,3.75,1,0,-3.709309463308874,0.08814387754897415,0,0,Produits Dormants
baroque butterfly earrings montana,1,3.75,3.75,1,0,-3.709309463308874,0.08814387754897415,0,0,Produits Dormants
baroque butterfly earrings red,1,3.75,3.75,1,0,-3.709309463308874,0.08814387754897415,0,0,Produits Dormants
basket of flowers sewing kit,856,669.4599999999999,0.8775510204081632,47,3,1.087184411359807,-0.8403294988964041,3,0,Produits de rotation moyenne
basket of toadstools,1314,1564.98,1.2475641025641027,74,1,1.6300399314523315,-0.46590171307875633,1,0,Produits star/Best-Sellers
basket/8 scented love token candles,29,108.75,3.75,11,2,-1.1963330046508347,0.43019881419865863,0,0,Produits Premium
bath building block word,722,4298.150000000001,5.984504132231405,216,1,2.0142299466258913,1.4205034530198333,1,0,Produits star/Best-Sellers
bath duck watering can,193,468.55,2.865,30,3,0.23354915866399645,0.24446364554836153,3,0,Produits de rotation moyenne
bathroom hook,97,66.81,0.7776923076923077,13,3,-0.7632174340818242,-1.1450814786066985,3,0,Produits de rotation moyenne
bathroom metal sign,5876,3625.86,0.7314639175257732,432,1,3.1061823523718806,-0.7464231422871376,1,0,Produits star/Best-Sellers
bathroom scales footprints in sand,42,144.7,3.673809523809524,19,2,-0.7870832437797393,0.44677610298539977,2,0,Produits Premium
bathroom scales rubber ducks,27,96.45,3.7078947368421056,18,2,-1.0603825432886802,0.4310665884979062,0,0,Produits Premium
"bathroom scales, fag break",2,7.5,3.75,2,0,-3.2416851966605518,0.1647828409680033,0,0,Produits Dormants
"bathroom scales, tropical beach",11,41.25,3.75,7,0,-1.929963153111981,0.3428402174035384,0,0,Produits Dormants
bathroom set love heart design,53,156.35000000000002,2.95,12,2,-0.8470548513094237,0.17428144678763396,0,0,Produits Premium
beach hut design blackboard,168,402.0,3.8394736842105264,19,2,-0.07441030020963499,0.5279431093112151,2,0,Produits Premium
beach hut key cabinet,120,290.0,3.45,24,2,-0.1664951122414322,0.40135755222962055,3,0,Produits Premium
beach hut mirror,194,349.84,3.1366666666666667,21,3,-0.008368308528782788,0.2749704394532603,3,0,Produits de rotation moyenne
beach hut photo frame,260,272.0,2.04,10,3,-0.23565453108688822,-0.26872559074086805,3,0,Produits de rotation moyenne
beach hut shelf w 3 drawers,101,384.95,5.123913043478261,22,2,-0.2189454015928683,0.9109886502355132,2,0,Produits Premium
beaded chandelier t-light holder,59,283.25,4.888461538461539,12,2,-0.7014209648087056,0.8250047090587287,2,0,Produits Premium
beaded crystal heart blue  large,140,141.56,1.1027272727272726,21,3,-0.26735649530576544,-0.7979058177330305,3,0,Produits de rotation moyenne
beaded crystal heart blue on stick,143,72.25,0.9633333333333334,8,3,-0.825793143673391,-1.0530599091711852,3,0,Produits de rotation moyenne
beaded crystal heart blue small,142,176.43,1.3036842105263158,17,3,-0.29499815834474324,-0.6462263827341452,3,0,Produits de rotation moyenne
beaded crystal heart green large,131,137.89000000000001,1.0971428571428572,14,3,-0.4540088260142635,-0.8210928035896634,3,0,Produits de rotation moyenne
beaded crystal heart green on stick,150,76.8,0.8214285714285714,7,3,-0.8297241515674664,-1.1611486621012503,3,0,Produits de rotation moyenne
beaded crystal heart green small,138,171.43,1.2943478260869565,20,3,-0.2473103269808337,-0.64517671786957,3,0,Produits de rotation moyenne
beaded crystal heart pink large,234,274.48,1.2279310344827585,28,3,0.1916329792114642,-0.6441936928224686,3,0,Produits de rotation moyenne
beaded crystal heart pink on stick,269,124.44999999999999,0.6777777777777777,9,3,-0.4039537605256429,-1.2445418151747865,3,0,Produits de rotation moyenne
beaded crystal heart pink small,264,354.34,1.3175757575757574,30,3,0.3264874843593946,-0.5554554494487185,3,0,Produits de rotation moyenne
